batch_index,metric,tau,area,comp,suff
0,mae,0,0.05,11.18233,20.775091
0,mae,0,0.075,13.03869,21.054329
0,mae,0,0.1,14.557265,20.653358
0,mae,0,0.15,16.187893,19.865852
0,mse,0,0.05,9.773481,27.057903
0,mse,0,0.075,12.525137,28.313566
0,mse,0,0.1,14.126703,27.191336
0,mse,0,0.15,17.015574,25.183964
0,mae,1,0.05,11.657625,20.507994
0,mae,1,0.075,12.849245,20.326311
0,mae,1,0.1,13.5889,19.648022
0,mae,1,0.15,16.500589,17.953098
0,mse,1,0.05,10.345888,26.374371
0,mse,1,0.075,12.721296,26.34757
0,mse,1,0.1,13.575149,24.924887
0,mse,1,0.15,17.418739,22.041246
0,mae,2,0.05,10.842384,20.269241
0,mae,2,0.075,13.111407,20.505154
0,mae,2,0.1,14.713434,19.469479
0,mae,2,0.15,15.34469,18.255482
0,mse,2,0.05,9.466877,25.485193
0,mse,2,0.075,12.93729,26.536179
0,mse,2,0.1,15.429572,23.789202
0,mse,2,0.15,16.216724,21.777786
0,mae,3,0.05,11.560904,20.581196
0,mae,3,0.075,13.680729,20.444456
0,mae,3,0.1,15.004738,19.695488
0,mae,3,0.15,14.411068,18.700302
0,mse,3,0.05,10.821115,25.957716
0,mse,3,0.075,13.348555,25.570179
0,mse,3,0.1,15.747765,24.020422
0,mse,3,0.15,13.857613,22.357044
0,mae,4,0.05,11.179907,20.515091
0,mae,4,0.075,12.645279,20.296661
0,mae,4,0.1,14.30995,19.983982
0,mae,4,0.15,15.254202,19.114618
0,mse,4,0.05,9.894384,26.31394
0,mse,4,0.075,11.650352,25.434185
0,mse,4,0.1,14.236957,24.99477
0,mse,4,0.15,16.490776,23.168928
0,mae,5,0.05,10.899746,20.272451
0,mae,5,0.075,12.040388,20.393295
0,mae,5,0.1,13.49279,20.272324
0,mae,5,0.15,15.241261,19.730015
0,mse,5,0.05,9.265578,25.914738
0,mse,5,0.075,10.863431,26.48188
0,mse,5,0.1,12.791363,25.31299
0,mse,5,0.15,15.49204,24.257694
0,mae,6,0.05,10.052246,20.442142
0,mae,6,0.075,11.088178,20.168255
0,mae,6,0.1,13.999884,20.084627
0,mae,6,0.15,14.798031,19.232399
0,mse,6,0.05,7.982666,26.184402
0,mse,6,0.075,10.320187,25.322392
0,mse,6,0.1,14.095031,24.703707
0,mse,6,0.15,14.545675,23.381973
0,mae,7,0.05,10.806818,19.802494
0,mae,7,0.075,12.248236,18.864304
0,mae,7,0.1,13.731103,18.564133
0,mae,7,0.15,14.909991,18.05476
0,mse,7,0.05,9.026825,24.115658
0,mse,7,0.075,11.589218,21.562038
0,mse,7,0.1,13.50017,21.274115
0,mse,7,0.15,15.023275,20.547665
0,mae,8,0.05,11.59478,19.754808
0,mae,8,0.075,13.038021,19.27376
0,mae,8,0.1,13.752381,18.857521
0,mae,8,0.15,14.745684,18.24559
0,mse,8,0.05,11.021067,24.305477
0,mse,8,0.075,12.669644,22.991289
0,mse,8,0.1,13.538445,22.647877
0,mse,8,0.15,14.74373,20.89711
0,mae,9,0.05,10.414349,19.483559
0,mae,9,0.075,12.106581,19.37949
0,mae,9,0.1,12.724437,18.885399
0,mae,9,0.15,14.897819,18.046003
0,mse,9,0.05,8.383588,24.902437
0,mse,9,0.075,10.573331,24.328228
0,mse,9,0.1,11.804529,22.934317
0,mse,9,0.15,14.29761,21.334818
0,mae,10,0.05,10.256063,19.6698
0,mae,10,0.075,12.216574,19.282547
0,mae,10,0.1,12.548162,18.442455
0,mae,10,0.15,13.879402,17.360313
0,mse,10,0.05,8.510132,24.83209
0,mse,10,0.075,10.564956,23.81329
0,mse,10,0.1,11.536057,21.449583
0,mse,10,0.15,13.304174,19.551086
0,mae,11,0.05,10.702383,19.22583
0,mae,11,0.075,12.633348,19.457714
0,mae,11,0.1,13.755281,19.267124
0,mae,11,0.15,14.687478,18.573406
0,mse,11,0.05,9.454798,23.35997
0,mse,11,0.075,12.236431,23.781342
0,mse,11,0.1,13.528522,23.501364
0,mse,11,0.15,14.773838,21.768196
0,mae,12,0.05,10.793735,19.440937
0,mae,12,0.075,12.056839,19.087723
0,mae,12,0.1,13.339011,18.900896
0,mae,12,0.15,14.55031,18.873257
0,mse,12,0.05,9.78653,23.703489
0,mse,12,0.075,10.639194,22.980564
0,mse,12,0.1,12.508141,21.884266
0,mse,12,0.15,14.490556,21.783356
0,mae,13,0.05,10.421518,19.682676
0,mae,13,0.075,12.144773,19.701448
0,mae,13,0.1,12.813208,19.214289
0,mae,13,0.15,14.754023,18.048815
0,mse,13,0.05,8.415667,24.216621
0,mse,13,0.075,10.629841,23.832268
0,mse,13,0.1,11.493725,22.956236
0,mse,13,0.15,14.531301,20.649488
0,mae,14,0.05,10.98387,19.700191
0,mae,14,0.075,13.671532,19.408623
0,mae,14,0.1,14.6793,19.189533
0,mae,14,0.15,15.755383,19.243464
0,mse,14,0.05,9.43539,24.166851
0,mse,14,0.075,12.701115,23.705612
0,mse,14,0.1,14.312047,23.433865
0,mse,14,0.15,16.806196,23.862263
0,mae,15,0.05,12.041579,20.260868
0,mae,15,0.075,12.406082,19.798016
0,mae,15,0.1,14.955115,19.771103
0,mae,15,0.15,15.528151,19.010437
0,mse,15,0.05,10.857817,25.314844
