batch_index,metric,tau,area,comp,suff
1,mae,2,0.1,15.448158,17.328854
1,mae,2,0.15,17.658241,14.841724
1,mse,2,0.05,12.96661,23.154816
1,mse,2,0.075,15.821444,20.719522
1,mse,2,0.1,16.958096,20.388548
1,mse,2,0.15,21.594982,15.18305
1,mae,3,0.05,13.640007,18.701015
1,mae,3,0.075,14.064684,17.947252
1,mae,3,0.1,15.288287,17.195019
1,mae,3,0.15,17.408009,15.734941
1,mse,3,0.05,13.281441,22.929142
1,mse,3,0.075,13.852356,21.872177
1,mse,3,0.1,16.424946,20.157692
1,mse,3,0.15,22.096607,16.990715
1,mae,4,0.05,15.486482,18.612396
1,mae,4,0.075,14.085281,18.007074
1,mae,4,0.1,15.138166,17.532507
1,mae,4,0.15,16.659708,15.992723
1,mse,4,0.05,16.010681,23.45422
1,mse,4,0.075,13.914736,21.880777
1,mse,4,0.1,16.190229,20.613005
1,mse,4,0.15,18.840029,16.99551
1,mae,5,0.05,14.317752,19.148829
1,mae,5,0.075,15.39168,17.818501
1,mae,5,0.1,15.29184,17.542997
1,mae,5,0.15,16.577787,16.041824
1,mse,5,0.05,14.273262,22.994184
1,mse,5,0.075,16.407745,20.647728
1,mse,5,0.1,15.690102,20.229675
1,mse,5,0.15,18.094439,16.906471
1,mae,6,0.05,13.692355,19.201382
1,mae,6,0.075,15.506163,18.238129
1,mae,6,0.1,15.735788,17.405277
1,mae,6,0.15,17.762867,15.905378
1,mse,6,0.05,14.042496,23.291718
1,mse,6,0.075,16.569122,21.111462
1,mse,6,0.1,16.523651,19.424
1,mse,6,0.15,20.752085,17.12182
1,mae,7,0.05,13.285667,19.353012
1,mae,7,0.075,14.450533,18.080755
1,mae,7,0.1,15.678968,16.955109
1,mae,7,0.15,16.706194,16.262634
1,mse,7,0.05,13.084491,23.612839
1,mse,7,0.075,14.804832,21.407101
1,mse,7,0.1,16.892479,19.542429
1,mse,7,0.15,18.667103,18.007183
1,mae,8,0.05,13.131487,19.420202
1,mae,8,0.075,14.806547,18.417393
1,mae,8,0.1,15.216595,17.898918
1,mae,8,0.15,16.44408,16.015606
1,mse,8,0.05,12.145092,24.193233
1,mse,8,0.075,15.616481,22.184669
1,mse,8,0.1,16.310457,21.199078
1,mse,8,0.15,18.271137,17.401253
1,mae,9,0.05,12.960379,18.99559
1,mae,9,0.075,15.13016,17.85181
1,mae,9,0.1,15.448858,17.809996
1,mae,9,0.15,16.370354,16.126234
1,mse,9,0.05,11.478513,23.403057
1,mse,9,0.075,15.811805,21.168224
1,mse,9,0.1,16.626133,21.120237
1,mse,9,0.15,18.42621,17.545977
1,mae,10,0.05,12.682278,18.822802
1,mae,10,0.075,14.93947,17.411131
1,mae,10,0.1,15.998644,16.871998
1,mae,10,0.15,16.156754,15.868387
1,mse,10,0.05,11.301556,23.884033
1,mse,10,0.075,15.77569,20.660305
1,mse,10,0.1,18.343525,19.209652
1,mse,10,0.15,18.241159,17.478073
1,mae,11,0.05,13.588165,19.063469
1,mae,11,0.075,15.106281,17.991978
1,mae,11,0.1,15.137944,17.655645
1,mae,11,0.15,16.834032,16.465538
1,mse,11,0.05,13.188735,24.197006
1,mse,11,0.075,16.398386,21.587212
1,mse,11,0.1,16.450857,21.025349
